x,y
68.21840026614109,174.54600066535272
81.4639523212294,207.6598808030735
71.67188593359283,183.17971483398208
0.9838968001447568,6.459742000361892
59.766616535560665,153.41654133890165
79.23923478616727,202.0980869654182
6.64451771618928,20.6112942904732
88.6038252437009,225.50956310925224
26.38831220186203,69.97078050465507
8.781886048402532,25.95471512100633
3.1447479956762336,11.861869989190584
1.12125950620513,6.803148765512825
51.47134886246319,132.67837215615796
43.42408565184773,112.56021412961934
75.38802036500928,192.47005091252322
74.49491226080589,190.23728065201473
33.56803689776828,87.9200922444207
49.7445118831027,128.36127970775675
25.10940233342831,66.77350583357077
71.63700646952394,183.09251617380986
95.5278004363313,242.81950109082825
19.52517065662327,52.81292664155818
46.66059887569667,120.65149718924168
14.482753407652925,40.20688351913231
94.51639784780839,240.29099461952097
45.38352337578839,117.45880843947099
34.84598386354951,91.11495965887379
58.44079386670654,150.10198466676636
39.33785248011359,102.34463120028397
66.84391556194002,171.10978890485006
89.8100575671949,228.52514391798726
39.834413865950935,103.58603466487733
60.04340194229386,154.10850485573465
0.20265411558820778,4.50663528897052
82.57959275975647,210.44898189939116
84.72052343202712,215.8013085800678
91.03863849095195,231.59659622737988
56.71662662033544,145.7915665508386
36.84873491144266,96.12183727860665
39.11383793180255,101.78459482950637
39.06523898904953,101.66309747262383
2.465285794722627,10.163214486806567
66.3835716686048,169.958929171512
2.657589527087234,10.643973817718084
4.094732772556786,14.236831931391965
12.285679769054457,34.71419942263614
69.33679043892184,177.3419760973046
36.15095629480408,94.3773907370102
60.37299788813103,154.93249472032758
46.35238306752998,119.88095766882495
18.0252846236996,49.063211559249005
30.65779741150908,80.6444935287727
16.71880331264446,45.797008281611156
30.81526470995797,81.03816177489492
69.78979794732597,178.4744948683149
55.285660222323244,142.21415055580812
78.19692547908397,199.49231369770993
92.1133643606826,234.28341090170647
13.874974715274002,38.687436788185
7.64366450039673,23.109161250991825
99.94594105407859,253.86485263519648
12.462921463337274,35.15730365834318
82.78974371666789,210.9743592916697
19.703824736117582,53.259561840293955
4.946211762241881,16.365529405604704
54.58532498349263,140.4633124587316
34.045606785107005,89.11401696276751
65.79536061889208,168.48840154723018
82.59456638810998,210.48641597027495
47.69280889563975,123.23202223909938
73.00564423028199,186.51411057570496
89.88997099762422,228.72492749406055
75.1436335165376,191.859083791344
2.916051482041737,11.290128705104344
33.2266794617137,87.06669865428425
15.08339614062545,41.708490351563626
1.7339632428794327,8.334908107198583
4.627634741339149,15.569086853347873
77.86694114963446,198.66735287408613
64.83923183948602,166.09807959871506
40.57428654121289,105.43571635303223
81.4707948997497,207.67698724937426
31.78097077027655,83.45242692569137
21.44001597470733,57.600039936768326
48.73731979302962,125.84329948257405
67.4438351348741,172.60958783718527
4.832678877531671,16.08169719382918
52.7915558472036,135.978889618009
49.340260486258295,127.35065121564574
35.45120921505116,92.6280230376279
0.3986998486406823,4.9967496216017055
4.397428941561021,14.993572353902552
16.128607286139363,44.321518215348405
37.537823927744505,97.84455981936127
48.54116302899561,125.35290757248903
69.97062710421724,178.9265677605431
42.269642304195884,109.67410576048971
74.1940609132543,189.48515228313576
10.327720429757292,29.81930107439323
74.08405215665739,189.21013039164347
79.95810379772098,203.89525949430245
44.18047065343445,114.45117663358612
53.2094686856747,137.02367171418675
17.830769405805047,48.576923514512615
70.23267978169136,179.58169945422839
3.904036457678428,13.760091144196071
45.94347312894125,118.85868282235313
9.215387187529034,27.038467968822584
22.572484804777282,60.4312120119432
80.68870772051855,205.72176930129638
66.45394075020475,170.13485187551188
30.498819434008585,80.24704858502146
51.71693776478114,133.29234441195285
10.928666068268756,31.32166517067189
27.442871648869584,72.60717912217396
99.47365776900732,252.6841444225183
13.02314660911561,36.55786652278903
44.67900527675934,115.69751319189835
52.06260470735437,134.1565117683859
8.486759097102958,25.216897742757396
41.04760815210749,106.61902038026874
86.28045711793048,219.7011427948262
49.29616202656785,127.24040506641963
7.641200733580833,23.10300183395208
48.46138355156578,125.15345887891445
41.50970481167967,107.77426202919918
15.362854603598631,42.40713650899658
69.1701371319526,176.92534282988152
60.18409888245628,154.4602472061407
59.777773845094764,153.4444346127369
66.2436364817429,169.60909120435724
23.99115432736091,63.97788581840227
33.483018371321805,87.70754592830451
30.503384476873187,80.25846119218296
41.74905350294643,108.37263375736607
89.15145783325895,226.87864458314738
32.710159903058724,85.77539975764681
32.445832920464426,85.11458230116106
45.25837772173593,117.14594430433984
4.006431112505093,14.016077781262734
11.1716754406734,31.9291886016835
9.263952607033687,27.159881517584218
65.82224135026054,168.55560337565134
80.40809670269277,205.02024175673193
58.196165741193916,149.4904143529848
8.981381367529039,26.453453418822598
24.852515741168833,66.13128935292208
7.710919506810187,23.277298767025467
89.09497072035916,226.73742680089788
20.347386884747852,54.86846721186963
9.415657338747774,27.539143346869437
89.24836081896213,227.1209020474053
16.564680931370102,45.41170232842526
25.085811838519035,66.71452959629758
87.02144162208641,221.55360405521603
2.4101828536457925,10.025457134114482
2.2113578104023146,9.528394526005787
44.73333812467041,115.83334531167603
58.00805903668112,149.0201475917028
15.170750586300075,41.92687646575019
90.78307663554598,230.95769158886495
47.76142150317094,123.40355375792736
82.86740213244305,211.1685053311076
44.99790717107987,116.49476792769968
91.87230744762958,233.68076861907394
76.08316768086893,194.20791920217232
16.055622706398832,44.13905676599708
24.123304779164044,64.30826194791011
73.11247547893007,186.78118869732515
78.71377226207676,200.7844306551919
13.492732580330003,37.731831450825005
15.647400581549853,43.11850145387463
96.74254698377209,245.8563674594302
58.13552565327521,149.338814133188
88.79477579000955,225.9869394750239
50.62610780974386,130.56526952435965
13.99827648722386,38.99569121805965
6.4621418551975225,20.155354637993806
1.8814442135284826,8.703610533821205
22.557569455299152,60.393923638247884
20.95307985166661,56.38269962916653
59.3993045864295,152.49826146607376
68.2588829179552,174.647207294888
44.79117145336351,115.97792863340878
95.93607740746488,243.8401935186622
10.667725938402873,30.669314846007182
33.23521505953022,87.08803764882555
29.887745671680076,78.71936417920018
83.31416310597794,212.28540776494486
74.07865722858384,189.1966430714596
11.001551489298967,31.503878723247418
92.02205537647765,234.05513844119412
58.80930475317554,151.02326188293884
97.66649687803681,248.16624219509202
18.142036411429864,49.35509102857466
92.28641803380337,234.71604508450844
20.1822430770472,54.455607692618
48.320600556083285,124.80150139020822
91.0090772956797,231.52269323919927
80.88819587241038,206.22048968102595
